form	sentence_1	sentence_2	label
udfordre	Boris Jeltsin .. vil udfordre Gorbatjovs magtposition, hvis han bliver valgt til præsident i den russiske republik	Fra efteråret sender TV 3 langt mere dansk tv og udfordrer åbent TV 2	1
udfordrer	I morgen vælger USA præsident og kongres. Der ventes høj valgdeltagelse og .. en sejr til den demokratiske udfordrer Bill Clinton	Johnny Bredahl skal som officiel udfordrer forsøge at vriste EM-titlen fra øjeblikkets franske europamester i bantamvægt, Thierry Jacob	0
udforske	Både USA og Sovjetunionen har sendt flere ubemandede rumsonder ud for at udforske planeterne	Den norske del af Nordsøen er forholdsvis godt udforsket	1
udfylde	Hvis man skifter mening, skal man blot udfylde et nyt donorkort og rive det gamle i stykker	Vi er engang blevet rådet til at udfylde revnerne mellem vore gulvbrædder med Polyfilla	0
udgang	Der er en bagtrappe til gården og herfra er der trappen og elevatoren, ikke? Er der flere udgange?	en ny regering kan være dannet inden ugens udgang	0
udgave	Uret koster i den farvede udgave ca. 190 kr. og i guld ca. 226 kr.	Frankrig er rede til at vende tilbage til NATOs militære struktur .. skriver avisen Welt am Sonntag i sin seneste udgave	0
udgave	Bodil Kaalunds illustrerede udgave af Bibelen til 750 kr. er trykt i 8000 eksemplarer	Flemming Flindt .. skabte den foreløbig sidste udgave af Svanesøen på Det Kongelige Teater	0
udgå	Fredag klokken 17 udgår en BZ-demonstration fra Rådhuspladsen i København	der udgik en befaling fra kejser Augustus om at holde folketælling i hele verden	0
udgå	Danskeren Johnny Weltz havde et uheldigt styrt efter godt 50 km af gårsdagens 18. etape og måtte både udgå og en tur på hospitalet	de såkaldte guldaldermalere .. udgik fra kunstakademiet i første halvdel af 1800-tallet	0
udhule	En gammel skik, der altid vækker jubel, er de udhulede spisegræskar med fyrfadslys i	Christian 4.s uheldige krigsførelse havde udhulet mange herremænds økonomi	0
udkant	Den desillusionerede skildring af udkanternes Danmark var Aalbæk Jensen ikke ene om	Efterhånden bliver der længere og længere mellem husene ... De er i udkanten af byen og begynder at kunne se træer og marker	0
udkig	Fra min plads i halvmørket holdt jeg udkig med, hvem der kom	Fra deres høje udkig kan de se langt ned ad gaden	0
udklipsholder	Når man klipper og kopierer ting, behøver man ikke at nøjes med et emne ad gangen. Office kan nu klare 12 emner i udklipsholderen på en gang	Når man har fundet det rette ord, kan man kopiere det til udklipsholderen og sætte det ind i et Word- eller Outlook-dokument	1
udkrystallisere	gennem fortællingen udkrystalliseres den forbigangne begivenhed omkring en værdi, og det oprindelige kaos afløses af en orden	Krystalformen er den måde mineralet udkrystalliserer på	0
udkørsel	Når man kører fra Aalborg Lufthavn, står der ved udkørslen et nydeligt skilt som fortæller, at nu er man i Danmark	det er .. ikke utænkeligt, at der kommer forbud om udkørsel af gylle i vinterhalvåret	0
udluftning	Især i et velisoleret hus er det vigtigt at sørge for udluftning eller mekanisk ventilation	for et beløb på godt og vel 25 mill. kr. skal virksomheden sørge for udluftningen af bilfabrikken	0
udlægge	Amagerfælledvej er udlagt til regional vej, mens Njalsgade er udlagt til fordelingsgade	To slovenske grænsesoldater holder vagt, mens deres kolleger udlægger miner rundt om forbundshærens forlægninger	0
udløb	Tryk luft gennem det korte glasrør, og hold samtidig et bæger under udløbet på det andet rør	vi lavede en prøve af det vand, der var lige uden for fabrikkens udløb	1
udløse	En sejr udløser 4000 kr i bonus til hver spiller	I den tredje fældetype, burfælden, udløses en falddør, når musen søger lokkemaden	0
udløsning	Så kom jeg – i et drøn af en udløsning	Efter at have drukket endnu et par krus fadøl besluttede Jack at køre en lang tur i sin gamle vogn for at få udløsning for sin vrede og irritation	0
udnytte	Det er en god idé at udnytte tagetagen, da disse ekstra kvadratmeter er billigere end en tilbygning	Biogas kan udnyttes til opvarmning i varmecentraler	1
udnytte	Nu har vi fået ryddet op og fanget dem, der bevidst udnyttede systemet	Den 13-årige piges morfar er anklaget for at have udnyttet sit barnebarn seksuelt	1
udradere	Flygtningelejren havde navn efter en landsby i Afghanistan, som blev udraderet af sovjettropper i 1980	3. seedede Gabriela Sabatini, Argentina .. udraderede Frankrigs Mary Pierce med 6-2, 6-1	0
udrede	Klubben skal selv udrede den del af udgifterne, der ikke dækkes af kommunen	Hvad kvalitet er, vil jeg ikke forsøge at udrede her. Forhåbentlig bliver det klargjort i sidste halvdel af artiklen	0
udruste	Selvfølgelig kan danske soldater og officerer løse en militær opgave, hvis de udrustes på den rigtige måde	Ægteskabet er et forsømt område. Vi er dårligt udrustet til at leve sammen	0
udråbe	Jeg vidste, de sladderjournalister ville udråbe os til par!	ved at udråbe landmændene som syndebukke, lukker vi øjnene for de virkelig store forurenere – dig og mig	1
udsagn	Om forløbet af dette møde foreligger der kun vage og ikke ganske overensstemmende udsagn fra de to deltagere	Anklageren har hovedsagelig bygget sin sag op på udsagn fra de tre overlevende	0
udsalg	langs vejen var opslået boder med udsalg af spise- og drikkevarer	Kom op af starthullerne!! Sikke et udsalg vi har. Alt til 1/2 pris	0
udsalgspris	Herhjemme vil en udsalgspris på kr. 746.590 for en Audi Coupé S2 Quattro nok .. sætte en dæmper på efterspørgslen	En vare kostede 7550 kr. Under udsalg faldt den 20 %. Hvad er udsalgsprisen?	0
udse	Jeg tror, jeg var udset til at blive noget i en bank	hun blev udset til at være leder af projektgruppen	0
udsende	Når bekendtgørelsen udsendes, vil bilagene være vedlagt som løsblade	fra Det internationale Røde Kors hovedkvarter i Genève .. er der daglig radiokontakt med de udsendte i Mogadishu	0
udsendelse	Jeg ser og hører aldrig udsendelserne i radio og fjernsyn fra den anden verdenskrig. Minderne fra den tid vil komme for tæt på	Diabetesforeningen forsøger at yde sit bidrag til løsning af diabetikernes problemer, bl.a. ved udsendelse af denne brochure	0
udsigt	Helle kiggede forgæves efter flæskestegen på kortet, men var fuldt ud tilfreds ved udsigten til både wienerschnitzel og æblekage	Fra hans kontorer .. er der direkte udsigt ned på det københavnske strøg	0
udskifte	Seks millioner kroner blev ofret på at udskifte samtlige tagsten og restaurere tømmerkonstruktionen	det vil betyde alverden for hende at få de gamle elendige kakkelovne udskiftet med radiatorer	1
udskiftning	På mange japanske biler koster udskiftning af en bagrude ofte 4.000-5.000 kr.	vi har de gamle kort, hvor vi kan se, hvordan gårdene lå før og efter udskiftningen og hvilke, der er forsvundet i tidens løb	0
udskrift	Antallet af jobsøgere, som henvender sig til politiet for at få en udskrift af deres straffeattest, er flerdoblet på få år	Den sociale Ankestyrelse kan indhente sygehusjournaler eller udskrifter heraf	0
udskrift	Til nogle datamater kan der tilknyttes en skriver, så man kan få en udskrift	lav en udskrift af replikkerne under familiemiddagen	0
udskrive	Med en laserprinter .. udskrives en hel side ad gangen	Du kan bede din læge om at udskrive det billigste mærke af den type p-piller, der egner sig til dig	0
udskrive	offentlige uddannelsesinstitutioner .. har monopol på .. retten til at udskrive eksamensbeviser	det er lettere at bruge Dankort end at skulle udskrive en check	1
udskud	Din far skrev i sine dagbøger, at ingen elskede ham, og at han følte sig som et foragteligt udskud	De absolut ringeste og billigste brædder sælges som udskud	0
udskære	Gåsen fyldes derefter med svesker og de skrællede, udskårne æbler	Ved gensplejsningsteknikken udskæres det ønskede gen og overføres til en mere produktiv organisme, som regel en bakterie	0
udslynge	uden hendes spontant udslyngede guldkorn og morsomme indfald havde timerne været meget kedelige!	Hun trak vejret dybt ind. Hun skulle til at udslynge sit livs forbandelse mod byen, som var hendes ulykke	0
udsmykke	For kunstnerne som udsmykkede de græske vaser, var Dionysos-festerne de mest populære af alle motiver	Heste, æsler og kameler har fint udsmykkede hovedtøjer og sadler med mønstre og kvaster i alle mulige kulører	1
udsnit	Ude i Cirkusrevyen kommer der et bredt udsnit af befolkningen fra hele Danmark	T tre smukke frimærker med udsnit fra Carl Henning Pedersens kalkmalerier	0
udspil	Efter en stribe dårlige udspil, er gamle Ringo Starr tilbage i fin form	man .. skal være aktiv, turde tage initiativer og ikke være bange for at have udspillet	0
udspille	Den elegante og teknisk brillante Røde Stjerne-kaptajn udspillede englænderne efter behag	Når successer tages af plakaten før de er udspillede skyldes det .. at skuespillerne har andre kontraktlige forpligtelser	0
udsprede	For nylig er der i USA opnået tilladelse til at udsprede gensplejsede bakterier på markerne!	Tror EF-tilhængerne virkelig, at de vinder EF-valget den 14. juni ved at udsprede så fede løgne?	0
udstationere	aftalen betyder fjernelse af 1500 udstationerede atomraketter på sovjetisk side og 400 på amerikansk	Han blev udstationeret på den danske ambassade i Nicaraguas hovedstad Managua	0
udstille	Robert Jacobsens værker er udstillet på talrige museer verden over. Ikke mindst i Frankrig	Der er blevet bedre hyldeplads .. Der er også blevet bedre plads til at udstille varerne ordentligt	0
udstykke	Staten køber Spøttrup, udstykker jorden og restaurerer volde og bygninger	Thomsen har fået til opgave at udstykke .. Oluf Pedersens udstillingssamling Danmarks våbentypemærker	0
udstyrsstykke	Årets flotteste selskabstasker er de rene udstyrsstykker i fantasifulde faconer af silkereps og velour med store mangefarvede juveler som pynt	Kald mig bare Liva er et rigtigt udstyrsstykke med over 800 kostumer	0
udstøde	Den korpulente herre i den højryggede stol modtager telefonen, rækker en arm i vejret og udstøder et schh	Hun møder prustende og stønnende mens hun udstøder eder og forbandelser	0
udstødning	Udstødningsgas fra lastbiler og busser er langt mere kræftfremkaldende end udstødningen fra benzin-trafikken	Med arrige brøl og med dieselosen væltende ud af udstødningen bankede bulldozeren sin store jerngrab ind i søjlen	0
udsuge	for et års tid siden kunne man i fjernsynet se en dame, som velbehageligt lod sig udsuge af en igle	storbyen .. udsuger den unge mand fra provinsen og påfører ham åndelig opløsning	0
udsving	der skal ganske små skub til at få gyngen til at gøre stadig større udsving	Mange halvtørre områder rammes ofte af store udsving i regnmængden, og i ekstreme tilfælde fører det til tørkekatastrofer	0
udsætte	min befuldmægtigede er berettiget til at udsætte mine penge på rente eller anbringe dem på anden måde	Sagen skulle have været for retten 8. august, men blev udsat og er nu berammet til 23. september	0
udtale	Kennedy udtrykte sin solidaritet med vestberlinerne ved at udtale: Ich bin ein Berliner	Passus staves med to ser og bør udtales derefter	0
udtryk	I dag er positionerne muligvis de samme, men diskussionerne har fundet nye udtryk	Den effektive rente er et udtryk for den faktiske forrentning	1
udtryk	de få gange hvor der bare kræves et minimalt udtryk af følelser, fremstår Pierce Brosnan en smule ynkeligt	Han så ikke længere anklagende ud, nu havde han tværtimod et sørgmodigt, ja, næsten angst udtryk i ansigtet	0
udtynde	Det tema, der går gennem hele Ole Sarvigs værk, er dette at tage afsked med en verden der blegner omkring en, virkeligheden der udtyndes	Mens nordisk samarbejde generelt udtyndes politisk, er kulturen .. et af de få steder, der fortsat bærer en betydelig nordisk identitet videre	0
udtørre	I den regnfattige periode udtørrer floderne	Hver gang du vasker dig, udtørrer du din hud. For vand og sæbe nedbryder hudens naturlige fugtighedsbalance	0
udvalg	Føtex har et stort udvalg af sunde fødevarer	Udstillingen imponerer måske ikke ved sin størrelse, men byder til gengæld på et skønsomt udvalg af genrens førende mestre	0
udvandre	Esben Bruun udvandrede for flere år siden fra Danmark til Equador	Under de Klerks tale udvandrede 39 medlemmer af det ultra-konservative parti, CP, fra parlamentet	0
udvej	For akademikere er alkohol en nem udvej, når problemerne tårner sig op	Slukørede vandrede de nu hjemad. Den lange vej .. forekom dem endnu længere end på udvejen	0
udveksle	I mange år udvekslede vi frimærker, og i dag dukker minderne frem, når jeg med glæde kigger på mine hollandske mærker	der udveksles både kærlige blikke og klem	0
udveksling	Den har en gearkasse med høj og lav udveksling, hvor de lave gear kun skal bruges til decideret terrænkørsel	Under en gensidig udveksling af krav foreslog Entrepenørforeningen en uændret overenskomstforlængelse	0
udvide sig	Længere fremme udvider vejen sig til en rund plads	Universet udvider sig stadig efter eksplosionen, og udvidelsen vil ifølge teorien fortsætte i det uendelige	0
udvidelse	Asnæsværkets nyeste udvidelse (blok 5), der blev idriftsat i 1981, har forøget værkets ydeevne med 660 MW	for nylig udskrev Kulturministeriet en konkurrence om udvidelse af Statens Museum for Kunst	0
udvikling	Den videre udvikling af sygdommen sker ofte langsomt og behøver ikke at påvirke mandens liv nævneværdigt	udviklingen inden for landbruget går stærkt. Pludselig var mine 10.000 høns kun en lille besætning	0
udvikling	Det var udviklingen af tin-dåsen, som i 1800-tallet øgede efterspørgslen efter tin	For tiden læser jeg mest bøger om personlig vækst og åndelig udvikling	0
udviklingsprojekt	I det igangværende skoleår har vi på Rungsted Gymnasium et tværfagligt udviklingsprojekt: et åbent skriveværksted for skolens elever	Afrika er det store problem: Der er vi nødt til arbejde sammen om udviklingsprojekter	0
udyr	Helt op til indgangen af det nittende århundrede var der ulve i Jylland, og disse udyr kunne både være frække og farlige	Den mand, hun engang havde giftet sig med .. havde forvandlet sig til et udyr, som hun var kommet til at hade	0
udørk	tre ærkerussiske bønder .. slår sig ned i den israelske udørk og får den til at blomstre i flere slægtled	Vi så en video fra en britisk by, som havde været en udørk og arbejdsløshedsø, indtil Anita Roddick etablerede en sæbefabrik og gav den nyt liv	0
udøve	komponisternes rettigheder varetages af KODA og NCB. De udøvende artister og selskabernes interesser varetages af GRAMEX	Han udøver en utrolig fascination på enhver skuespiller. Det lykkes ham uden mange ord .. at få skuespilleren til at yde præcis, hvad han ønsker	0
udøve	Tænk, en bedrift den mand havde udøvet med at kortlægge store, hidtil ukendte landstrækninger	Ledelsen af selskabet udøves af bestyrelse og direktion	0
uformel	Danmark har tidligere modtaget en uformel henvendelse fra FN om at stille soldater til rådighed for en fredsbevarende styrke	Jeg har forsøgt at skabe en afslappet og uformel atmosfære i virksomheden	0
uforskammethed	Værre end det er nu – hvad angår manglende service og uforskammethed på offentlige kontorer – kan det ikke blive	Hvad selskabets medarbejdere skriver af uforskammetheder i aviserne, har jeg ingen kommentar til	0
uheld	Eget held er godt, andres uheld ikke at foragte	Aldrig begynde noget nyt den 13. Den dato bringer uheld	1
uheldig	Tycho Brahe .. prøvede at finde årets særligt uheldige dage via astronomien	Den uheldige røver blev anholdt i samme øjeblik han forlod banken	0
uhyre	Midt på gulvet stod et uhyre, grønt, pansret, skællet, med kløer på de fire krumme ben	Han er så sød .. men under facaden lurer der et rent uhyre	0
uhyre	Jeg var udsat for et uhyre arbejdspres, som jeg ikke kunne holde til i min fremskredne alder	Bilen, det menneskeskabte uhyre, som Henning Rasmussen kalder det, er kommet for at blive	0
uhyrlig	han drak uhyrlige mængder alkohol når andre ikke så det	Det er en uhyrlig påstand, at dansk økonomi er så elendig, at vi nærmer os en økonomisk nødsituation	0
uklar	Ved operation : for grå stær fjernes den gamle, uklare linse, og en ny linse indsættes i stedet for	Der var så mange uklare punkter, så mange gåder og omsvøb	0
uld	nogle får gik på tunet og lod vinden ruske sig i ulden	Vinterens undertøj er dejlig lunt – enten i ren uld eller kraftig blød bomuld	0
uldhår	søbjørne, pelssæler: øresæler med en tæt pels af fine uldhår under dækhårene	uldhårene på brystet blev gennemvædet af sved	0
ulme	Et bredt folkeligt oprør ulmer under daglige demonstrationer og optøjer	Teknikerne mener, at branden har ulmet i nogle timer og derefter langsomt arbejdet sig vej gennem huset	0
ultramarinblå	Boudin åbnede en ultramarinblå havelåge og gik ned ad den smalle flisegang	Den ultramarinblå ligger tilpas mellem rød- og grønblå til, at den kan skabe blågrøn og klar violet	0
ulykke	Yderligere tre personer i vognen blev kvæstet ved ulykken, hvor bilen blev revet midt over	Det er Blanches ulykke, at hun aldrig har kunnet få idealer og virkelighed til at passe sammen	0
ulykkesfugl	Merete Møller er seneste ulykkesfugl blandt de allerbedste danske spillere. Hun udgik med en fodskade og forventes at være væk i mellem en og to uger	Jeg er en ulykkesfugl, en nigger der driver folk ud i selvmord og religiøs fanatisme	0
umbra	dalens spredte huse .. stod som hvide, gule og umbra felter under de røde tegltage	Kommer du umbra i den gule, vil den blive okkerlignende	0
umenneskelighed	Der kan gemme sig mange mærkværdigheder eller direkte umenneskeligheder bag ord som rationaliseringer og så videre	krigens umenneskelighed og meningsløshed gjorde stærkt indtryk på ham	0
umoden	en umoden og uprofessionel terapeut kan, uden at overskue det, skade folk psykisk	Valnøddesnapsen .. fremstilles af umodne valnødder, der er på det rette stadie sidst i august	0
umulig	Han var helt umulig, glemte kedlen på gaskomfuret, så bunden kogte ud af den, og lod vandet løbe i badeværelset, så der blev oversvømmelse	Han er sgu umulig den unge. Han har lige baldret en vase	0
umættelig	Gøgeungen er umættelig. Selv ikke, når den er vokset ud af reden, hører de små plejeforældres prøvelser op	Som de fleste drenge på otte år har Emil en umættelig trang til at teste og checke alt omkring sig	0
unaturlig	man gensplejser colibakterier for at skabe unaturlige bakterier til brug ved fx forureningsbekæmpelse, sygdomme og lignende	Hun kunne mærke at hun blussede, og havde også fået en sær unaturlig hjertebanken	1
underafdeling	De skal tidligere ud i terrænet med deres underafdeling .. De skal lære patruljetjeneste og at stå på post i terrænet	Den Blå And er en nyskabelse i dansk kulturliv – en direkte underafdeling af den danske operascene	0
underdel	der er ingen tvivl om, at der er tale om et rokoko-bord. Plade og underdel har altid hørt sammen	Vi laver aldrig over- og underdel i samme nummer. Til en størrelse 38 jakke følger en nederdel i 40 .. vi skræddere kender nemlig kvindernes facon	0
underholde	vi havde spist frokost og så skulle jeg sidde og underholde mig selv, mens de voksne sov til middag	De taler aldrig sygdom, men underholder hinanden med kortspil og små politiske diskussioner	1
underkende	tre enige dommere i Østre Landsret underkendte hurtigt varetægtsfængslingen	I et demokratisk samfund er det legitimt, at et befolkningsflertal ved en folkeafstemning underkender regeringen	0
underkue	Hvad der skulle have været den underkuede ægtemands grusomme hævn over en dominerende kone .. endte i en fiasko	Jaruzelski har været i stand til at underkue en systemfjendtlig bevægelse .. uden militær støtte fra Sovjetunionen	0
underlag	Læg .. skridsikre underlag under tæpperne, så børnene kan gå uden at ryge på halen	Hvad er det bedste underlag til løbetræning? Der er jo så mange muligheder – asfalt, grus, græs, slagger	0
underliv	Jeg .. har haft problemer med mit underliv siden jeg var 19, da min læge satte en spiral op	alle piger bør lære, at deres underliv – skede, kønslæber og klitoris er naturlige dele af deres krop	0
undermåler	de anså ham for at være – om ikke ligefrem småt begavet, så alligevel lidt af en undermåler	jeg troede det var en undermåler. Målebåndet viste dog noget helt andet, og vægten var 1,6 kg	0
underskud	Tulip Internationals regnskab forventes at slutte med et underskud på 295 mio. kr.	en bekendt har fortalt mig, jeg kommer i underskud af proteiner, hvis jeg ikke spiser kød	0
underspille	Hvis interviewet skal lykkes må intervieweren underspille sig selv	Det er .. Finn Nørbygaards pragtfulde, underspillede fjollerik-humor, der er det hele værd	0
understrege	hun havde understreget med rødt, hvad hun syntes var mest vigtigt	Statsministeren understregede kraftigt behovet for en supplerende arbejdsmarkedspension	0
understøttelse	da jeg blev færdig med min læreplads, blev jeg fyret .. og til sidst kunne jeg ikke få understøttelse og gik over på bistand	understøttelse af klientstater som f.eks. Cuba og Vietnam blev vigtige, men også uhyre omkostningsfulde led i sovjetisk udenrigspolitik	0
undersøgelse	En særdeles billig undersøgelse af de øverste lag i undergrunden kan foretages ved at sende strøm igennem lagene	Trods utallige undersøgelser fandt lægerne aldrig ud af hvad der var sket med mig	0
underverden	der ses et utal af luskende lyssky mennesker fra den københavnske underverden, så som alfonser, pushere, mordbrændere, provoer, BZere, etc.	Her var porten til Hades. Vi ofrede et sort får og en sort vædder til de døde, og straks kom nogle af dem op fra underverdenen	0
undgå	selv om de færreste af os beskæftiger os professionelt med reklamer, kan de slet ikke undgå vores bevidsthed	Løbet var et stort roderi. Kuskene kørte ud og ind i banen, men heldigvis undgik vi at kollidere med nogen	0
undslippe	Med nød og næppe undslipper han et mordforsøg	Der undslap den stærkt tilskadekomne patient et lille suk	0
ungdom	Siden ungdomsoprøret i 68 har ungdommen traditionelt stemt til venstre for midten	28 år er en glimrende alder. Man har overstået ungdommens usikkerhed, men er stadig fuld af mod på livet	0
ungdomskontrakt	Formålet med brug af ungdomskontrakter er at opnå en hurtigere og mere umiddelbar og mærkbar reaktion over for unge lovovertrædere	Den unge, løbestærke midtbanespiller kom til klubben i 1996, hvor han tegnede en ungdomskontrakt, som i 1997 blev afløst af en prof-kontrakt	0
unge	Sidst på sommeren holder rævefamilien med de store unger meget af at tilbringe hele dagen ude i kornmarken	der var ballade om natten, når ungen skulle have mad eller skiftes	0
uoverensstemmelse	historikerne fik kendskab til den oldnordiske litteratur og historie og opdagede de mange uoverensstemmelser mellem dem og Saxo	såfremt der opstår dyb og langvarig uoverensstemmelse mellem præst og menighedsråd, kan førstnævnte afskediges	0
upersonlig	skriften var upersonlige blokbogstaver skrevet med kuglepen	Supermarkeder er kolde og upersonlige. De er ikke lavet for kundernes skyld	0
uregelmæssighed	DSB bestræber sig på at informere passagererne bedst muligt over højttalere, når der er uregelmæssigheder	grammatikken : i Interlingua læres lynhurtigt og er uden uregelmæssigheder	0
uret	Sokrates .. var overbevist om, at den som har viden om det rette ikke kan handle uret	Eva .. forlod Østerby for 25 år siden, fordi der blev begået grov uret mod hende	0
urkasse	Ester rejser sig og åbner urkassen, trækker uret op med nøglen, drejer viserne hen på hel	Swatch-uret er karakteristisk ved, at urkassen er gennemsigtig, så man kan se hele urværket	0
urmager	jeg tror slet ikke vækkeuret har ringet! Vi går forbi urmageren og beder hende om at se på det, ikke	Så drejede jeg om hjørnet, jeg kom forbi en barber, jeg kom forbi en urmager	0
uro	Patienterne går rundt som robotter .. hvileløse fra morgen til aften, fordi de mange piller, psykofarmaka, giver evig uro i kroppen	der var en del uro og ballade, drilleri og slagsmål på bagsædet, mens vi kørte	0
urolig	Det blev en lang og urolig nat for Hanky. Hvileløst kastede han sig frem og tilbage i sengen	Søren er et temmelig besværligt barn. Han er altid klodset, urolig og støjende	0
urt	Rejnfan kendes på sin stærke, krydrede duft. Det er en flerårig urt med høje, stift oprette stængler	Rør det meste af de hakkede urter i saucen. Anret bøfferne i et fad, hæld saucen over bøfferne og drys med resten af urterne	0
usikker	Mange er usikre på behandlingen og spørger så på apoteket	jeg var lidt usikker på hvordan det ville gå	1
usikker	At være rockmusiker er for de fleste en temmelig usikker tilværelse	det er usikkert, hvordan dollaren vil udvikle sig	1
usikker	I al min tid som prostitueret har jeg både været en lille usikker pige og en hård, voksen og alt for erfaren kvinde	Hun gemte sine dirrende hænder bag ryggen og gengældte usikkert hans smil	1
uskyldig	Selv i rocker-kredse sker det faktisk, at uskyldige bliver tiltalt, måske på grundlag af falske vidneudsagn	Du ser så dejligt barnlig og uskyldig ud, med dine blå blå øjne og dine lyse lyse krøller	0
usmidig	Tør hud er stram og usmidig. Den er ru og livløs, sart og besværlig at leve med	Polske chauffører siger, at både de polske og tyske toldere er for usmidige	0
usund	Huden ville have set bleg og usund ud, hvis han ikke havde haft så mange fregner	Lån til drift er en usund disposition	0
uvant	Jeg følte mig uvant opstemt	Det værkede i min krop efter formiddagens arbejde i marken, det var uvant for mig	0
uvidenhed	Sokrates hævdede, at et liv i uvidenhed blokerer for et liv i fri udfoldelse. Derfor stræbte han hele sit liv efter at få menneskene til at søge viden	Monika kender ikke sin biologiske far og mor og lever derfor i uvidenhed om, at hun er arving til en formue	0
uvilje	Fra tysk side spores en uvilje til at erstatte et velfungerende monetært system .. med et fælles europæisk system	I hele Saxos værk mærkes en udtalt uvilje mod alt, hvad der kom fra landets sydlige nabo	0
vade	da det blev lavvande, hentede vi båden bare ved at vade ud til den	jeg vadede igennem store snedriver	1
vade	Om aftenen åd vi os fra sans og samling og vadede ved Gud også rundt om juletræet	vi gik og vadede ud og ind hos hinanden, ikke? det var smadderhyggeligt	0
vade	Der er ingen grund til, at vi vader for meget rundt i det, sagde Jansen. – Men der er en ting, vi er nødt til at snakke om	Mens gæssene fortrinsvis benytter fladvand og vade om efteråret, trækker de i forårsmånederne ind på saltmarsken	0
vadested	Frankrig .. befinder sig i et vadested, hvor meget er i skred, men hvor man alligevel forstår at fastholde fortiden	huset lå ved floden. Der var en bro over og et vadested længere nede	0
vagt	Ved indgangsportalen til Lenins grav stod de to vagter urørlige i de grå uniformer med tomme øjne rettet mod hinanden	Derefter fortalte jeg om det sidste døgns akut indlagte, og om hvad der ellers var sket i vagtens løb	0
vagthund	De svenske massemediers rolle som demokratiets vagthund er mere kompliceret end den tager sig ud	disse hunde kunne tjene som en slags vagthunde og advare, når eventuelle fjender nærmede sig	0
vakuum	Hans succes kom perfekt timet på et tidspunkt, hvor han befandt sig i et følelsesmæssigt vakuum efter en skilsmisse	Malet kaffe mister hurtigt sin aroma, dette kan modvirkes ved at opbevare den i vakuum	0
valg	Jeg har hele tiden syntes, Odense var et godt valg for placeringen af et TV 2	Forældrene bør have valget mellem forskellige pasningsordninger, heltids, deltids, private ordninger eller at passe barnet selv	0
valggruppe	Viggo Kofoed Christoffersen blev af valggruppen Venstre og Det konservative Folkeparti (V og C) udpeget som medlem af Skatteankenævnet	lønnede ph.d.ere overføres fra valggruppen for studerende til valggruppen for heltidsansatte videnskabelige medarbejdere	0
valgmulighed	Forældrene bør have valget mellem en række pasningsordninger og have reel valgmulighed	Du har to valgmuligheder: Tilbage til fængslet omgående, eller du bliver her på øen	0
valium	Damen var meget nervøs, fik vist noget valium	Inde i soveværelset lå hans kone .. Hun havde indtaget to sovepiller og en valium	0
valnøddetræ	I Tranekær er der valnøddetræer i mange haver, hos nogle så mange, at de ikke orker at spise alle nødderne	Spisebordets understel er formet i massivt valnøddetræ	0
valuta	Hvis et lands valuta devalueres i forhold til valutaerne i samhandelslandene vil importpriserne stige i national mønt	Spies skal til at sælge valuta til kunderne i flyene på vej til og fra rejsemålene	0
valutaunion	Økonomiminister Niels Helveg Petersen har foreslået, at Danmark, Sverige og Norge danner en valutaunion, hvilket vil sige, at vi indfører de samme penge i alle tre lande	De økonomiske vismænd mener, at vi er på vej mod en valutaunion, som vil betyde faste valutakurser og en fælles økonomisk politik	0
van	lille van med store evner til dækning af mange professionelle brugeres behov	Frej .. hørte til vanerne, den gudeslægt, som aserne bekrigede, men senere sluttede fred med	0
vand	På et tidspunkt brister fosterhinderne, og fostervandet løber ud gennem skeden (vandet går	postevand er ikke et rent stof, men derimod en blanding af det rene stof vand og nogle faste stoffer	0
vand	et rimeligt måltid til 4 personer, en flaske vin og 2 vand for 350,00 kr.	Øl og vand kan købes til moderate priser	0
vand	Når hun bliver fuld får hun problemer med at holde på vandet	jeg sad på altanen og så ud over vandet, på de hvide sejlbåde	0
vandforsyning	I dag består den kommunale vandforsyning af fem moderne vandværker, nemlig to byvandværker .. og tre oplandsvandværker	millioner lever nu i luftkølet bekvemmelighed med rigelige vandforsyninger	0
vanding	Foruden de naturlige vandhuller har mennesket .. anlagt mange kunstige. Der er blevet gravet voldgrave, mølledamme, gadekær og vandinger	Planten kan tåle en let udtørring ind imellem vandingerne i vækstperioden	0
vandmærke	Kopimaskinerne kan fremstille nøjagtige kopier af pengesedler, men vandmærker og sikkerhedstråd mangler naturligvis	Tegningen kunstnerisk udformet, bærer tegnerens personlige vandmærke, men også saglig i sin fremstilling af fuglen	0
vandre	I det sene efterår og om vinteren vandrer marsvinet væk fra kysten og de indre danske farvande ud mod Kattegat og Skagerrak	Et par timer i sengen var alt, hvad jeg kunne klare, så måtte jeg op og vandre rundt i stuen	0
vandre	Bedst havde hun det, når hun dyrkede sin have eller vandrede lange ture	For den vandrende som kommer til Jotunheimen venter der de helt store oplevelser	1
vandring	den naturligste, sundeste og billigste form for motion og afspænding er raske vandringer i naturen	I løbet af fosterudviklingen sker der en vandring af testiklerne, som passerer fra bughulen gennem lyskekanalen ned i pungen	0
vanskelighed	Opgavens vanskelighed ligger i at danne den uhyre masse af forskellige indre rum, scene, påklædningsværelser, tilskuerplads, foyer til et kunstnerisk, monumentalt hele	for et par år siden løb Nordisk Fjer ind i vanskeligheder og endte i Sø- og Handelsretten med en dramatisk konkurs	0
