form	sentence_1	sentence_2	label
rig	Fra riggen kom lydene af sejl mod mast og reb og af de store bommes tunge bevægelser	Han var rigt klædt, og guld og ædelstene glimtede på hans arme og hænder	0
rime	Når børn i førskolealderen begynder at rime, er det et af de første tegn på fonologisk opmærksomhed hos barnet	Det er nok første gang, en digter har vovet at rime påske og måske	1
ring	I dag afgøres alt for Gert Bo Jacobsen, når han kravler i ringen i Randers mod Manning Galloway	I aftes var det Fremskridtspartiets tur til at være i ringen og på banen og føre synspunkter i marken	1
rive	Vi rev landkortet ud af mit atlas, så vi havde noget at gå efter	orkanen rev taget af Christiansborg	1
rive 'løs/'fri	I 1944 rev Island sig helt løs fra Danmark	Som i al rockmusik handler det om frihed. Trangen til at rive sig løs af tøjret og mærke hele verden er din	1
roadshow	i ferierne drager ungdomsskolen ud med sit roadshow, hvor de unge sammen med elever fra dagskolen og unge arbejdsløse, gøgler, synger og spiller	Valgkampen startede med et roadshow hvis lige ikke er set i Sydafrikas historie. Præsidenten ude blandt almindelige mennesker. Hilser og snakker. Kysser småbørn. Besøger plejehjem	1
rolig	drankerne lå på bænkene i den varme sol med rolige udtryk i ansigterne	Jeg er aldeles ikke ophidset! Jeg er rolig og behersket	1
rovdyr	nogle igler er rovdyr (fx hesteigle) der overfalder orme, snegle og insektlarver	Løver, hyæner og andre sultne rovdyr er også en trussel mod gepard-yngel, konstaterede de to naturskribenter	0
rug	På markerne stod der byg, rug, hvede og havre	Af rug og hvede maler man mel. I kornets skaldele og kim sidder størstedelen af kornets vitaminer og mineraler	0
rugbrød	Vi spiste frokost -- Kasper fik rugbrød med leverpostej -- Lars og jeg spiste rugbrød med sild og æg	En større gruppe .. havde .. en aften bestilt en vogn (et rugbrød) til en kørsel til Tisvildeleje	0
rulle	Den tonstunge kølevogn ruller stille og roligt vestpå ad Holbæk-motorvejen	en postbureauvogn er et rullende postkontor, koblet ind i DSBs nattog	1
rum	Den første israelske satellit Horizon-1 blev sendt ud i rummet i september 1988	bughulen er pumpet op med kuldioxid .. og der er skabt et rum, hvor kirurgerne har plads til at arbejde	1
rutefart	Steen havde fast rutefart mellem lejligheden og kælderen, hvor han vaskede tøj	I det græske øhav kan man sejle med dampskibe, der engang gik i fast rutefart i danske farvande	0
rydning	BZerne demonstrerede mod onsdagens rydning af det besatte hus	Lige bag ved rydningen gik der en bred vej gennem granerne	0
ryg	Trøjen strikkes ud i et. Der begyndes ved ryggens nederste kant	Du bør gå i gang med en målrettet træning af ryggens muskler og led	0
rykke	Han rykkede en centimeter til siden og mærkede det bløde pres af hendes overarm mod sin	Traberg rykkede stolen nærmere og lagde en stor hånd på min skulder	1
ryste	jeg .. løfter ham en meter i vejret og ryster ham, så kinderne blafrer	Man finder nogle gode unge bier. Dem ryster man ned i en lille kasse	1
råd	Efter nytår bør du følge lægens råd og lade dig indlægge til en grundig undersøgelse	I vikingernes digte er der masser af gode råd om, at man ikke skal drikke for meget	1
råd	Det kan der vel findes råd for, sagde den gamle	Bliver De lidt forpustet midt i juleriet, har vi også råd for det	1
rædsel	jeg havde uendelige mareridt, hvor jeg oplevede min egen død og begravelse, rædslen, når de begyndte at dække mig til med jord	de mindes skoletiden med rædsel, og det med bøger er bare ikke dem. De vil bestille noget -- bruge hænderne	1
række	Steen Juul var med New Quick så sikker i opløbet, at han før målstregen triumferende kunne række armen i vejret	Hun rakte ud og pillede nogle vindruer af en klase på fadet	1
række	Det er fint nok at være blevet idoler. Det giver en masse energi med de skrigende piger på de fem første rækker	i natten rakte hun atter ud mod den kærlighed, som hun så inderligt savnede	0
rør	blomsterne har smalt rør med flad krave og sidder i en skærmlignende stand	gruset fra bunden af minen pumpes op gennem et rør	0
røv	han luskede op fra stranden i bar røv og med bukserne om hælene	han kan ikke komme i nærheden af hende uden at få lyst til at tage hende på røven	1
sag	den 27-årige nægtede sig skyldig i spritkørsel, så sagen måtte udsættes	der kan afsiges en endelig dom i sagen i anden halvdel af 1992	1
sagkundskab	Prøv aldrig selv at aflive dyret. Overlad den videre behandling til Falck og dyrlægen -- de har den fornødne sagkundskab til at vurdere dyrets tilstand	Som lægmand er det svært at kæmpe mod sagkundskaben og det offentlige. Jeg synes, det er urimeligt, at det er patienten, som skal bevise lægernes fejl	0
salat	Servér sovsen til den parterede poulard sammen med smørstegte markchampignoner og små kogte kartofler samt en salat	Bland tunkødet og fennikel i salatsaucen. Sæt salaten i køleskab i ca. 1 time, før den serveres	0
samle	alle deres singler er samlet på dette vidunderlige opsamlingsalbum	Se bag på etiketterne, hvordan du samler point og får en smart stereo øretelefon	1
sammenhæng	Almindeligvis er der en sammenhæng mellem social deroute og kriminalitet	De fleste har et liv, hvor de indgår i mange slags sammenhænge -- med familie, arbejde, fritidsaktiviteter, naboer o.s.v.	1
sammenhæng	de dage, hvor der slet ikke er sammenhæng i samtalen, bliver stadig flere	Længe før barnet har egentlig sprogforståelse, tolker det den voksnes henvendelser ud fra den sammenhæng de optræder i, også kaldet konteksten	0
sammenknytte	de lever i tæt sammenknyttede kernefamilier, hvor alle hjælper hinanden	En britisk straffefange forsøgte at flygte fra sit fængsel ved hjælp af et reb af sammenknyttede lagner	0
samtid	I sammenligning med samtidens jødiske lignelser er de lignelser, Jesus fortæller, enklere, mere direkte og intense	Når hun forargede sin samtid, var det, fordi hun turde gøre, sige og skrive det, som andre knap turde tænke	0
samvirke	Det Konservative Folkeparti er som altid klart til et bredt samvirke her i Folketinget	Hvis flere tilladelsesindehavere deler en sender, skal de oprette et samvirke som ramme om deres samarbejde	0
sandkasse	Hanne på 5 år og Eva på 4 sidder i sandkassen, travlt optaget af at bruge sandforme og spande	En sandkasse under såvel højttalere som pladespiller og CD giver næsten altid bedre lyd	1
sats	Hans lancering af Sauntehus-planen om de unges beskæftigelse for et par uger siden .. et klart sats, der lykkedes 100 procent	til venstre ses pressen i arbejde og til højre indsværtes satsen, mens papirarkene ligger i bunker i forgrunden	0
scene	Svend Jakobsen understreger, at han ikke har fortrudt de mange år på den politiske scene	Mange skuespillere, der er morsomme på scenen, hævdes at være kedelige ægtefæller	1
se	Endnu var det ikke blevet så lyst, at han kunne se ret meget	Lus kan ses med det blotte øje, mens rovmider kun kan ses under mikroskop	1
sejle	Afløbet er midt i rummet under vasken og bruseren helt til højre, dvs., at hele gulvet sejler efter badet	Små lammeskyer sejler som afrevne uldtotter under en dybblå himmel	0
sejrherre	En ny fase af borgerkrigen var brudt ud. Den kostede Pompeius livet og varede til 45, hvor Cæsar stod som sejrherre	cykelløbet blev en dansk triumf, da sejrherren hed Rolf Sørensen	1
selvbyggeri	Carporte af for spinkle materialer er ikke noget særsyn. Jeg ser næsten dagligt sådanne selvbyggerier med specielt for tynde remme og spær	Anstrengelserne omfattede også en del selvbyggeri, selv om de både har haft en tømrer, en smed og en murer til at hjælpe	0
selvfølgelighed	Det så så legende let ud, når han med overlegen selvfølgelighed pillede bolden fra en modstander	Andersen begynder Nattergalen med selvfølgeligheder: I China veed Du jo nok er Keiseren en Chineser, og Alle de han har om sig ere Chinesere	0
senat	alle love og bekendtgørelser mærkedes med SPQR, senatus populusque romanus, det romerske senat og folk	et par hundrede unge og ældre besatte jorden i protest mod, at Vestberlins senat agter at lægge en sekssporet vej hen over den	0
senior	David Rasmussen har spillet hele sin tid som ungdomsspiller og det første år som senior i B93	man kan glæde sig over balletnumrene og artistparret, The Thuranos (far og søn), og senior er såmænd 82 år	0
seniorforsker	Pia Jarvad, seniorforsker i Dansk Sprognævn, .. har skrevet en artikel om nye ord i dansk fra de seneste år	Projektet er et samarbejde mellem to seniorforskere og otte yngre forskere	0
sidde	De små løber og leger. De voksne sidder i skyggen og slapper af	mennesket er ikke skabt til at sidde ned hele dagen	1
side	det kan vi desværre ikke nå at gøre noget ved på denne side af jul	de befandt sig på kanten af eller på den forkerte side af loven	1
sidespring	Lone .. har en kæreste, men det hindrer hende ikke i et lille sidespring i ny og næ	Der skal karakter til, når man sidder omkring forhandlingsbordet. Ingen store sidespring med mad og spiritus	0
sigte	Udlicitering af offentlige opgaver sigter mod at skabe konkurrence mellem offentlige og private udbydere	Igen i efterårssæsonen kan Gyldendal præsentere et udvalg i kultur-litteratur, der både spænder bredt og sigter højt	1
sigte	Forslagets sigte er at højne den kunstneriske kvalitet	Vi må begynde forfra med et klart sigte for den undervisning, der skal gives i de forskellige fag	1
sikre	Fortjenesten blev brugt til at sikre børnenes fremtid	På banegården stod min cykel heldigvis stadig godt fastlåst til stativet. De tre låse har indtil nu sikret mod diverse overgreb	0
sikre	Jerry Lewis, 63, har sikret sig en ekstra julegave, idet hans kone Sandra, 38, venter sit første barn	Et ja ved næste EF-folkeafstemning vil sikre Danmark 100.000 flere arbejdspladser, end landet ellers ville få	1
simpel	Flere steder tager de ligefrem penge, hvis du vil have svar på et simpelt spørgsmål	Vi må ganske simpelt have gjort noget ved de høje personskatter	1
sind	Dybt i dit sind er der millioner af små skuffer, hvor du gemmer alt, hvad der har gjort indtryk på dig	det var langt mere nærværende bekymringer, der optog hendes sind	1
situation	vi kan alle komme i den situation at skulle have blodtransfusion	Den berømte situation, hvor Marilyn Monroes skørter blæser op omkring hende, havde et forlæg i filmen What Happened on 23rd St., NYC	0
skab	Det pragtfulde gamle skab står lige ved siden af køkkenet og rummer kopper og tallerkener	den modsatte væg var dækket af et stort skab til tøj og linned	1
skabe	Du er ved at rive dig løs fra dine ret dominerende forældre og skabe dig dit eget liv	Hensigten med clearing-mordene og schalburgtagen var at skabe splid mellem modstandsbevægelsen og befolkningen	0
skade	Branden skyldtes kortslutning og skaden på bygninger er opgjort til 1,6 mio. kroner	udslip af mikroorganismer .. kan forårsage alvorlige skader på det økologiske system	1
skaft	skaftet på en gulvskrubbe eller kost skal være så langt, som De er høj	Han åbnede brevet med skaftet af sin kaffeske	1
skakt	Hun går ud i entreen. Hører elevatoren snegle sig op i skakten og lande med et bump på etagen nedenunder	De listede sig hen til brønden og kiggede ned .. Det var en dyb skakt lodret ned i jorden	0
skarlagen	Farveskalaen for begonier går fra det reneste hvide over gult til orange, rosa, skarlagen til det mørkeste røde	Du klæder dig i skarlagen, smykker dig med guldsmykker og maler øjnene op med sminke	0
skattekort	Orla med Træbenet gemte et skattekort på skuden her, da den tilhørte ham for hundrede år siden	ekspeditionstiden for et nyt skattekort i december måned kan være op til 1-2 uger	0
skinne	Stadig måneder efter ulykken er Anitas arm bundet op i en skinne for at beskytte den	I de britiske jernbaners varslingssystemer anvender man stærke magneter anbragt mellem skinnerne	0
skive	Flagstangen gøres fast til fundamentet med to gennemgående bolte med skiver 10 cm fra under- og overkant	Instruktørens velkomst lød .. at en begynder bare skulle ramme skiven med halvdelen af sine skud	1
skjule	På skafottet sås en simpel, sort kiste og skarpretterens store etui, der skjulte øksen	Bag betegnelsen fange nr. 7047 skjuler sig den italienske kommunist og politiske tænker Antonio Gramsci	0
skoledag	Malene er klædt på til skæg og ballade på sin sidste skoledag	Hvorfor er skoledagen fortsat delt op i lektioner med skiftende fag?	0
skrabe	Brian skrabede utilpas med fødderne	At skrabe fedtstoffet på brødet kan I nok leve med. Men hvad er livet uden sovs?	1
skrap	Stilfuld, pålidelig og ubesværet glider bilen gennem selv skrappe kurver	Katten .. hagede sig fast med sine små kløer og fandt sig tålmodigt i den skrappe søgang	1
skred	Hans Skoda kom i skred på jordvejen, og bilen landede med hjulene i vejret i en afvandingskanal	Den senere tids megen regn må have undermineret leret, så skrænten kom i skred	1
skrig	Hun kastede sig fra 5. sal ned over ligtoget, og et tusindtalligt skrig svarede hendes egne skrig, mens hun faldt mod stenbroen	Julen nærmede sig. Gården genlød hver dag af hyl og skrig fra grisene, som blev slagtede	0
skriver	han har i årevis været fast skribent på Weekendavisen og musikmagasinet MM, hvor han skriver om rock	Hvis du synes, at det lyder interessant, så få fat i det nærmeste skrivetøj og skriv til ..	0
skrubtudse	i Landstinget kaldte de hinanden for ærede, selv om ingen afstod fra at spytte hinanden de værste skrubtudser i hovedet af den grund	Når solen .. begynder at varme dejligt her først i april, møver skrubtudserne sig frem fra deres underjordiske bo	0
skruehul	slå et lille hul med et søm i kabinettet gennem skruehullerne, så skruen lettere får fat i træet	naboens dør er efterhånden godt fyldt med skruehuller	0
skråplan	Der måtte ikke gives kredit, det førte blot arbejderne ud på et skråplan	Apparatur : til fysikforsøg Rulleskøjtevogn, metalplader til vognen, skråplan, kraftmåler	0
skæl	Skrab ørredfiletens skindside fri for slim og skæl og skær fileten i fire ensartede stykker	han greb sin lineal og kløede sig skrattende i nakken med det resultat, at hans skuldre blev oversået med skæl	0
skærm	en treleddet skærm skiller hendes arbejdssted fra det øvrige lokale	hans cykel er en blå herrecykel med hvidt styr og hvide skærme	1
skævert	Det er en skævert at tro, at tabletter kan bringe lykke, siger lægeformand	en fuldstændig skævert af Flemming Povlsen .. han ville ramme målet, og så ryger bolden ud til indkast	0
slide	de stærke veer hiver og slider i hende	det ophobede støv fra de mørke minegange langt nede i jorden rev og sled i hans lunger	1
slip	der havde faktisk én gang været et slip i betalingen. Ikke fordi han ikke havde penge nok, men fordi han havde glemt det	Ca. 20.30 Serverer vi ost og rødvin. (Det koster 20 kr. pr. person). Tilmelding på slippen neden for inden d. 6.	0
slowfood	Slowbevægelsen udspringer af begrebet slowfood, som var en reaktion mod fastfood, der kom, da McDonald´s ville åbne en forretning ved den spanske trappe i Rom	I fremtidens oplevelsesøkonomi skal fødevarer nemlig ikke kun være mælk og svinekød, men også økologiske fødevarer, mikrobryggerier og slowfood	1
sludre	Chantas mor havde ofte besøg af naboerne, der kom forbi og sludrede	det er en temmelig dårlig bog. Den hænger ikke sammen, den sludrer, den er fuld af fordomme, og dens afklarede slutning virker ikke overbevisende	0
slynge	Den sidste voks-rest i kokonerne slynger vi af her i en dampopvarmet centrifuge	Han mødte på arbejdet, stadig med venstre arm i en slynge, og blev på det nærmeste fejret som en hjemvendt kriger fra et ærefuldt slag	0
slå	Jeg løb noget af vejen, men når jeg blev for forpustet, slog jeg over i gang	selv blandt de generelt trofaste DR-seere slår et stort antal over på TV 2 for at se sport	1
smadre	vi smadrer forretningslivet i Rys bymidte, hvis vi på nuværende tidspunkt siger ja til centret	Chaufføren på lastbilen .. kørte ud i rabatten og fortsatte, indtil førerhuset smadrede ind i en bropille	0
smag	retterne tager hensyn til børns smag. Med enkle midler og rimeligt få ingredienser	Renée har indrettet lejligheden med smag og stil og bruger alle sine penge på den	0
smitte 'af	De strammere kreditvilkår smittede af på aktiemarkedet: det dykkede	Dit julehumør er højt, og det vil smitte af på dine omgivelser	1
småskov	det mest nærliggende ville være, at lovgivningen bestemte .. at alle småbiotoper, dvs. også småskovene, over en vis minimumsstørrelse blev sikret	haven ville gradvis gro til i småskov og krat, tjørn, birk og løn, liguster og guldregn og vilde roser	0
smælde	Naboerne i opgangen hørte det kraftige pistolskud smælde højt	Deres sko smældede imod stengulvet	1
smøre	To unge mænd var ved at smøre motoren på en rusten Mercedes	Det er ikke nok at smøre læberne om morgenen. Det skal gøres flere gange dagligt	0
snak	Vi søger sammen i familierne og med vennerne og har hyggelige stunder med sang, snak og spil	At dømme efter snakken og latteren ved bordet gik festen strygende	1
snor	stadig flere borgere overtræder loven om, at hunden skal være i snor	Han binder snor om pakken	0
snubletråd	En type vejsidebombe bliver udløst af offeret selv. Det kan ske ved at køre over den, med snubletråd eller en infrarød sensor	Før de lagde sig, spændte Claus Birkbøll snubletråd op rundt om teltet, så en alarm ville udløses i tilfælde af, at en isbjørn skulle fristes til at komme for tæt på	1
snøre	Om lidt vil han vinde snøren ind, sandsynligvis kun for at finde en tot vandplanter på krogen	Når De trækker i de to snører på én gang, lukkes pungen let op og i	1
solarium	En af cheferne fra koncernens hovedkontor .. kom ind og fjernede den computer, der styrer solarierne i solcentret	der var kommet solarier, helsekostforretninger og hele tre spisesteder med fransk køkken	1
solskin	Ude på gaden virker solskinnet så blændende, at han er nødt til at knibe øjnene sammen	Efter en lidt kedelig vinterperiode .. var det blevet dejligt solskin	1
sovsekande	Hæld sovsen i en varmet sovsekande og servér straks	Den store nytårskur onsdag den 6. januar kl. 9.30 er fjerbuskenes og sovsekandernes dag	0
spand	Inden for et kort spand af år opstod så striben af nye byer langs banen omkring hver deres station: Avedøre Stationsby, Brøndby Strand, Vallensbæk ..	Du finder også et spand af biografier på Politikens Forlag	1
spanskrør	Marek sad henne ved bordet og var ved at flette pilekviste omkring et stykke spanskrør	Uden humoren havde han næppe overlevet spanskrørets smertelige ydmygelser	0
specialitet	Og en specialitet her, hvor gymnasten står ude i omvendt korsstilling, det er et meget, meget vanskeligt kraftmoment	Forretten var røget sværdfisk. Det er en portugisisk specialitet, alle skal smage, når man besøger landet	0
spids	De stod ude på spidsen af en mole	Howard skubbede brillerne på plads med spidsen af pegefingeren	1
spille	Cabareten har premiere onsdag den 28. marts .. og spiller tirsdag til lørdag	Radioen spillede i stuen, og han kunne høre hende nynne med	0
spisekammer	Køkkenskabet eller spisekammeret, der ofte er uden egentlig ventilation, er ikke gode steder at opbevare syltetøj	Vadehavet er et førsteklasses spisekammer for enorme mængder af vade- og andefugle	0
sport	Før i tiden har jeg dyrket masser af sport, siger hun, spillet fodbold i syv år, sejlet med min far og stået på ski, fra jeg var ni år	bodybuilding er en sport på lige fod med alle andre sportsgrene	1
spring	Bedste gymnast .. blev Bjarne Niemi, der fik 9,05 points for sit meget flotte spring	Hunden .. forsvandt i et elegant spring over havelågen og løb hen ad gaden	1
sprøjte	Det varme blod sprøjter ud af hendes åbne hals	Jeg har fået en tut på vandhanen. Det sprøjtede altid	1
sprøjte	Efter at have tømt sprøjten, trak han kanylen tilbage og satte et lille stykke plaster på	den første aktivitet gik på indkøb af en sprøjte, så medlemmerne kunne få deres frugttræer sprøjtet	1
spå	Som barn var han blevet spået, at engang ville hans fødeby blive illumineret til hans ære	en af Jespers gamle venner .. vakte hans interesse for denne ældgamle kunst at læse og spå i håndens tegn og linier	1
spænde	Hendes hår er strøget tilbage fra panden og samlet med et spænde	Guld- og sølvelastikkerne til bælter kan lukkes med et flot spænde og gøre en helt almindelig kjole festlig	1
spændt	Han var god til at fortælle. De fleste i klassen sad spændt og lyttede	Jeg elsker New York og er spændt på, hvordan det er at bo der	1
spærre	To pigecykler spærrer indkørslen, så har Maria nok en veninde på besøg	Vejen er spærret af bomme	1
spørge	Tal med lægen, spørg apotekeren eller læs brugsanvisningen nøje. Det sikrer et godt resultat af behandlingen	Gallup spurgte forleden vælgerne om deres indstilling til det danske medlemskab af EF	1
spørge efter	Günther spurgte efter Aida, og Adolphsen så listig ud. -- Hun kommer snart, hviskede han	Det, den unge mand spørger efter, er ikke et evigt himmelsk liv -- et liv efter døden. Nej, det han spørger efter, er et liv fyldt med indhold før døden	0
stand	Forbundets offentligt ansatte jurister mener, at de mange afhøringer af embedsmænd har givet standen et dårligt rygte	Adelen var ved 1600-tallets midte på én gang landets mest fåtallige og mest indflydelsesrige stand	1
standardsituation	Kampens enlige mål blev sat ind efter en standardsituation ? et hjørnespark	En afskedigelse er en helt individuel situation .. Det er en ubehagelig situation, som man aldrig bliver vant til. Og sådan skal det også være, for man må aldrig lade det blive en standardsituation	0
starte	hun skal starte individuelt i butterfly	Mona Christensen blev træt af at gå arbejdsløs og valgte at starte sit eget firma	1
station	bolden rammer Henrik Larsens fod som sidste station på vej ud over sidelinien	hun bad så mindeligt, om hun ikke måtte blive boende derhjemme, for et plejehjem var altid sidste station før døden	1
stav	Dagen efter kom han med en stav, han havde forsynet med små hak. På dén kunne hun tælle sig frem til sabbatten og festerne	Husk nu, flyt kun et punkt ad gangen, ben, stav og det andet ben	1
sted	Hvad er der med dig? Har du ondt nogen steder?	den lille og den store hyler i kor, fordi mor ikke har fire arme og ikke kan være to steder på én gang	0
stel	der står hjemmebagte boller på bordet med det musselmalede stel, der er placeret i en cirkel om den blå kaffekande	På stellet af højglanspoleret rustfrit stål er fæstnet sæde og ryglæn i PVC. Siddehøjde 46 cm. 3380 kr.	0
sten	Der skulle ikke være blomster på hans kiste eller sten på hans grav, kun græsset skulle dække ham	Når galdeblæren bliver fyldt med sten, ødelægges .. dens funktion som depot for galden	1
stenalder	Dolktid kalder vi stenalderens sidste større afsnit, og det siger jo lidt om, hvad der dengang var det foretrukne våben	kan du blive ved med at gå rundt i den kjole fra stenalderen?	0
stige	skattetrykket er steget kraftigt herhjemme den sidste snes år	Min nervøsitet steg, så jeg dårligt kunne tale	1
stikke	formiddagssolen stak på min isse	det prikkede og stak i hænder og fødder. Hun skulle nødigt få frost i tæerne	1
stikpille	Sæddræbende stikpiller (vagitorier) er patronlignende piller, der anbringes højt oppe i skeden	Det kan dog blive for meget med røgfyldte rum, så nogle gange kommer vi da med stikpiller til kollegaerne	0
stil	Hele sommeren har mine trænere bearbejdet mig både psykisk og fysisk, så min stil blev betydeligt mere aggressiv, sagde skiløberen Besse	i aftentimerne syr jeg gammelt skindtøj om til den stil, jeg kan gå ind for	1
stilfærdig	Huset ligger på en stilfærdig villavej i Risskov nord for Århus	Anne er udadtil et stilfærdigt menneske, men i panden står tatoveret heavy og spænding	0
stille sig 'an	Hun stillede sig an bag ved Ejner med armene over kors	Det lykkes hende at indynde sig hos Elsa ved at stille sig ydmyg an	0
stilling	Hun fandt tilbage på sin plads og indtog den samme stilling med ryggen lænet mod væggen og armene foldet over brystet	Han slentrede rundt mellem de parkerede biler og tog et overblik over visernes stilling i de forskellige parkometre	1
stiv	De lange, stive blade i toppen af domepalmerne raslede forfriskende i vinden	Hans bukser er stive af skidt	1
stof	De bløde stoffer, træ og læder veg for de hårde, kul og jern	På nogle områder kan vi i dag erstatte de meget miljøfarlige stoffer med stoffer, der ikke giver samme skader på naturen	1
stok	Den, der sparer på stokken, hader sin søn, den, der elsker sin søn, tugter ham i tide	SFerne er meget nemme at skræmme, de skal blot høre om stokken, før de springer	1
storm	Ved den tredje storm lykkes det angriberne at plante deres flag på skansen	Den voldsomme storm .. krævede 35 dødsofre i den nordlige del af det uvejrsplagede Europa	0
strategisk	vi har indgået strategiske alliancer om produktudvikling på de områder, hvor vi ikke har tilstrækkelig viden	Hongkong har en strategisk beliggenhed midt i området	0
strop	Silkechemise med smalle stropper fra Silkewear til 276 kr.	Hvert håndklæde har sin plads, navn og strop	0
stræk	det første stræk gik vestnordvest, det andet næsten stik nord, og det afhang af vinden hvilket stykke der var værst	Hitchcock sætter en ære i så vidt muligt at fortælle i lange, uklippede stræk	0
strøm	Der er intet tidevand, ingen strømme, ingen tåge og ingen misvisning på kompasset	Han så hen mod rulletrappen, hvor passagerer kom glidende i en jævn strøm	1
stub	dvs. groet frem fra stubben af et fældet træ	Om efteråret løber jeg på marken mellem stubbene inden marken bliver pløjet	1
studietid	Studiet varer 5 år. Ofte overskrides studietiden med 1-2 år	Ulla Margrethe Wewer mødte sin mand allerede i sin studietid på Københavns Universitet	0
stue	børnene var støjende og umulige og havde flyttet rundt på møblerne i stuen og bygget hule under spisebordet	Frk. Jensen havde en ældre dame til at tage imod i stuen, selv holdt hun til oppe på første sal	1
stueplante	fredslilje er en forholdsvis nem stueplante med smukke blade og yndige hvide blomster	Ude tror jeg ikke, han har været, men det er jo ikke noget nyt. Han er og bliver en stueplante	0
stum	hun havde næsten været stum hele aftenen og svarede kun med enstavelsesord, når han spurgte hende om noget	Madsen var .. stum som en østers. Ham fik man aldrig noget ud af	1
styrepind	raketter skal være forsynet med en stiv og lige styrepind til sikring af rakettens balance	Elan Enterprise er en meget elegant computer, og styrepinden er ikke kun til sjov, men kan fx bruges i tekstbehandlingen	1
styring	Mon ikke jeg skulle overtage styringen, kaptajn?	Poul Henningsen vendte sig imod alle tanker om folkelig såvel som statslig styring af kunsten	0
styrke	Bogens styrke ligger i, at den viser os mangfoldigheden i sygdomsopfattelse	på apparatet kan tone-ringeren reguleres til to forskellige styrker med to forskellige lydbilleder	1
styrke	De nye normer skal garantere kondomernes styrke og uigennemtrængelighed	Hvor farlig strømmen er, afhænger dels af dens styrke, dels af dens varighed	1
styrte	Jeg styrtede rundt efter et toilet i de dunkle, snørklede gange, men det var håbløst	i håb om at finde fred i sjælen, styrter hun fra den ene østerlandske guru til den næste	1
stå	hunden stod glad og logrede	mon ikke Rødvig fiskerne er stået ud for at se, hvor meget de kan nå at fange af den torskekvote	1
stænk	Prøv at give kirsebærsovsen til ris à lamanden et stænk Cherry Heering	filmen .. er et festfyrværkeri af flotte optrin, farlige vovestykker, morsomme gags -- og så et stænk kærlighed oven i købet	1
stød	Emiren var dræbt i et eneste stød : af lansen	Det sværeste stød giver elleve point	1
støtte	Efter operationen kan de fleste komme op og gå rundt uden støtte allerede dagen efter	lægen vil også kunne støtte og vejlede dig, hvis du er kommet ud i et alkoholmisbrug	0
sukke	Maja står fortabt foran en stor dynge tøj. Hun sukker. Hun synes slet ikke, hun har noget at tage på	Hvad er der at håbe på? sukkede han med et så trist blik, at det skar hende i hjertet	0
sul	Lad os ophøre med at spise billigt sul, der smager himmelhøjt af dyrplageri. Køb til gengæld rigtigt, velsmagende kød fra fritgående dyr, der har haft et ordentligt liv	hendes forældre sagde, det var sundt at spise godt og have lidt sul på sidebenene	0
svingdør	Pludselig snubler hun ind gennem en hvid svingdør til et stort blinkende cafeteria	Han skubbes rundt i Hotel Kontinentals svingdøre og kulde slipper ind som han går ud	1
svinge	Ultralyd er en meget højfrekvent -- altså hurtigt svingende -- lyd	Prisen for at bruge Kommunekemi svinger fra 3000 til 4000 kroner pr. ton fast affald	1
svippe	Hvis tilskueren pressede trylleflasken ned mod bordpladen, svippede den øjeblikkeligt op igen som en tumling	hun svippede frem og tilbage mellem sit hus og den afskærmede køkkenhave	0
symbol	den sorte befolkning .. ser Mandela som symbolet på kampen imod det hvide mindretalsstyre	Noget andet, han ikke bruger, er time-manager og andre symboler på den tjekkede erhvervsmand	1
synes	En verden er styrtet sammen for os. Tilværelsen synes uden mening	Han har et rygte, der får Casanova til at synes som en munk	1
synke	Hun sank tilbage i stolen og lukkede øjnene	Kollisionen rev en 90 meter lang flænge i Titanics skrog, vandet strømmede ind, og skibet sank på få timer	1
sæd	Kunstig befrugtning ved hjælp af sæddonor eller med sæd fra ægtemanden har hjulpet tusinder af danske par ud af barnløsheden	Sildene samler sig i store flokke. Når hannerne har gydt lidt sæd over grus og sten, lægger hunnerne æggene i et tæppe	1
sæk	holdet blev sendt hjem fra en træningskamp i Stuttgart mod det lokale Bundesliga-mandskab med en sæk på 0-4	jeg kører til planteskolen og køber nogle sække frisk muld til stauderne	0
søgemaskine	Alta Vista er for mange nørder den eneste søgemaskine, der er værd at bruge	De bedste af søgemaskinerne kan bruge boolske kommandoer, ligesom på biblioteket, man kan altså søge på flere ord og angive relationer mellem dem for eksempel og eller eller	1
søjle	der var stadig ikke noget udsving på termometrets blå søjle	En tyk søjle af røg rejste sig over stedet, hvor Airbussen var styrtet ned	1
søm	Sy linningen sammen og pres sømmen	Han arbejdede en halv time, men han duede hverken til at save lige eller slå søm i, uden de bøjede sig	0
søn	Jeg ville ønske, at Vorherre havde skænket mig en søn. Men hva fanden ... Jeg har to dejlige døtre	Det sker i de bedste familier. Far og søn bliver uvenner, og sønnen forlader sit hjem og smækker med døren	1
søster	hvor mange gange skal det ske, før vi samler os, søstre, hvor meget vil vi egentlig finde os i, før vi rejser os	Under samværet i Paris opstår der et varmt forhold mellem søstrene, der ligner hinanden som to dråber vand	1
tabu	I dag er ensomheden et af vore allerstørste tabuer	Sadomasochisme er omgivet med tabu	1
tage	Må jeg ikke nok tage to gange af desserten i aften?	Det er en god idé at tage rigeligt med brochurer	1
takt	pressen må vise hensynsfuldhed og takt, når det drejer sig om gennem tekst og billeder at berette om dræbte og sårede soldater	en ældre gadespiller .. musicerede med to grydeskeer, som han slog takt med på låret	0
